เดือน,ยี่ห้อ,แบบรถ,รุ่นย่อย,ประเภท,จำนวน
2024-09,Toyota,Yaris Ativ,,RY1,1385
2024-10,Toyota,Yaris Ativ,,RY1,2438
2024-11,Toyota,Yaris Ativ,1.2 Sport,RY1,1900
2024-12,Toyota,Yaris Ativ,,RY1,3904
2025-01,Toyota,Yaris Ativ,,RY1,2670
2025-02,Toyota,Yaris Ativ,1.2 Premium,RY1,3651
2025-03,Toyota,Yaris Ativ,1.2 Premium,RY1,4359
2025-04,Toyota,Yaris Ativ,,RY1,7156
2025-05,Toyota,Yaris Ativ,,RY1,5055
2025-06,Toyota,Yaris Ativ,1.2 Premium Luxury,RY1,4253
2025-07,Toyota,Yaris Ativ,,RY1,2961
2025-08,Toyota,Yaris Ativ,1.2 Premium Luxury,RY1,5262
2025-09,Toyota,Yaris Ativ,,RY1,5520
2025-10,Toyota,Yaris Ativ,1.2 Smart,RY1,3403
2025-11,Toyota,Yaris Ativ,,RY1,2553
2025-12,Toyota,Yaris Ativ,,RY1,3455
2023-01,Toyota,Yaris,1.2 Premium,RY1,5665
2023-02,Toyota,Yaris,,RY1,2216
2023-03,Toyota,Yaris,,RY1,3456
2023-04,Toyota,Yaris,1.2 Premium,RY1,3358
2023-05,Toyota,Yaris,,RY1,461
2023-06,Toyota,Yaris,1.2 Sport,RY1,5527
2023-07,Toyota,Yaris,1.2 Sport,RY1,6047
2023-08,Toyota,Yaris,,RY1,4202
2023-09,Toyota,Yaris,,RY1,5034
2023-10,Toyota,Yaris,,RY1,3958
2023-11,Toyota,Yaris,1.2 Premium,RY1,4124
2023-12,Toyota,Yaris,,RY1,2294
2024-01,Toyota,Yaris,,RY1,5486
2024-02,Toyota,Yaris,,RY1,5784
2024-03,Toyota,Yaris,1.2 Premium,RY1,4106
2024-04,Toyota,Yaris,,RY1,1251
2024-05,Toyota,Yaris,,RY1,4729
2024-06,Toyota,Yaris,,RY1,4395
2024-07,Toyota,Yaris,,RY1,3875
2024-08,Toyota,Yaris,1.2 Premium,RY1,3841
2024-09,Toyota,Yaris,,RY1,4890
2024-10,Toyota,Yaris,,RY1,3420
2024-11,Toyota,Yaris,,RY1,2192
2024-12,Toyota,Yaris,,RY1,1957
2025-01,Toyota,Yaris,1.2 Sport,RY1,1554
2025-02,Toyota,Yaris,,RY1,2920
2025-03,Toyota,Yaris,,RY1,2343
2025-04,Toyota,Yaris,1.2 Sport,RY1,3349
2025-05,Toyota,Yaris,,RY1,4690
2025-06,Toyota,Yaris,,RY1,2553
2025-07,Toyota,Yaris,,RY1,4186
2025-08,Toyota,Yaris,,RY1,3169
2025-09,Toyota,Yaris,,RY1,2482
2025-10,Toyota,Yaris,1.2 Sport,RY1,2146
2025-11,Toyota,Yaris,,RY1,2709
2025-12,Toyota,Yaris,1.2 Sport,RY1,1936
2023-01,Toyota,Corolla Altis,1.8 HEV GR Sport,RY1,2084
2023-02,Toyota,Corolla Altis,,RY1,3239
2023-03,Toyota,Corolla Altis,1.8 Sport,RY1,2794
2023-04,Toyota,Corolla Altis,,RY1,2965
2023-05,Toyota,Corolla Altis,,RY1,2590
2023-06,Toyota,Corolla Altis,,RY1,1879
2023-07,Toyota,Corolla Altis,,RY1,3698
2023-08,Toyota,Corolla Altis,1.8 Sport,RY1,1644
2023-09,Toyota,Corolla Altis,,RY1,3563
2023-10,Toyota,Corolla Altis,,RY1,2596
2023-11,Toyota,Corolla Altis,1.8 Sport,RY1,3351
2023-12,Toyota,Corolla Altis,,RY1,2419
2024-01,Toyota,Corolla Altis,1.8 HEV GR Sport,RY1,3140
2024-02,Toyota,Corolla Altis,1.8 HEV GR Sport,RY1,3258
2024-03,Toyota,Corolla Altis,,RY1,2890
2024-04,Toyota,Corolla Altis,,RY1,2864
2024-05,Toyota,Corolla Altis,,RY1,4242
2024-06,Toyota,Corolla Altis,,RY1,2106
2024-07,Toyota,Corolla Altis,,RY1,3416
2024-08,Toyota,Corolla Altis,,RY1,2656
2024-09,Toyota,Corolla Altis,,RY1,2685
2024-10,Toyota,Corolla Altis,,RY1,2756
2024-11,Toyota,Corolla Altis,,RY1,3364
2024-12,Toyota,Corolla Altis,,RY1,2629
2025-01,Toyota,Corolla Altis,,RY1,2475
2025-02,Toyota,Corolla Altis,1.8 HEV Smart,RY1,3310
2025-03,Toyota,Corolla Altis,,RY1,3715
2025-04,Toyota,Corolla Altis,,RY1,3495
2025-05,Toyota,Corolla Altis,,RY1,3598
2025-06,Toyota,Corolla Altis,,RY1,3753
2025-07,Toyota,Corolla Altis,,RY1,4478
2025-08,Toyota,Corolla Altis,,RY1,3829
2025-09,Toyota,Corolla Altis,,RY1,4204
2025-10,Toyota,Corolla Altis,1.8 HEV GR Sport,RY1,5035
2025-11,Toyota,Corolla Altis,,RY1,3315
2025-12,Toyota,Corolla Altis,,RY1,2945
2024-11,Toyota,Camry,2.5 HEV Premium,RY1,853
2024-12,Toyota,Camry,,RY1,1593
2025-01,Toyota,Camry,,RY1,1260
2025-02,Toyota,Camry,2.5 HEV Premium,RY1,972
2025-03,Toyota,Camry,2.5 HEV Premium,RY1,882
2025-04,Toyota,Camry,,RY1,1472
2025-05,Toyota,Camry,,RY1,1211
2025-06,Toyota,Camry,,RY1,495
2025-07,Toyota,Camry,,RY1,1227
2025-08,Toyota,Camry,2.5 HEV Premium Luxury,RY1,1113
2025-09,Toyota,Camry,,RY1,1317
2025-10,Toyota,Camry,2.5 HEV Premium,RY1,1018
2025-11,Toyota,Camry,2.5 HEV Premium Luxury,RY1,1453
2025-12,Toyota,Camry,2.5 HEV Premium Luxury,RY1,814
2023-01,Toyota,Corolla Cross,1.8 HEV GR Sport,RY1,2091
2023-02,Toyota,Corolla Cross,,RY1,1563
2023-03,Toyota,Corolla Cross,1.8 HEV GR Sport,RY1,3670
2023-04,Toyota,Corolla Cross,1.8 HEV Smart,RY1,2640
2023-05,Toyota,Corolla Cross,,RY1,3437
2023-06,Toyota,Corolla Cross,1.8 HEV Smart,RY1,3659
2023-07,Toyota,Corolla Cross,1.8 HEV Premium,RY1,3691
2023-08,Toyota,Corolla Cross,1.8 HEV GR Sport,RY1,3266
2023-09,Toyota,Corolla Cross,1.8 HEV Premium,RY1,2368
2023-10,Toyota,Corolla Cross,1.8 Smart,RY1,3827
2023-11,Toyota,Corolla Cross,,RY1,3044
2023-12,Toyota,Corolla Cross,,RY1,1829
2024-01,Toyota,Corolla Cross,1.8 Smart,RY1,3687
2024-02,Toyota,Corolla Cross,,RY1,3641
2024-03,Toyota,Corolla Cross,,RY1,2962
2024-04,Toyota,Corolla Cross,,RY1,2894
2024-05,Toyota,Corolla Cross,,RY1,2750
2024-06,Toyota,Corolla Cross,1.8 HEV GR Sport,RY1,2221
2024-07,Toyota,Corolla Cross,,RY1,2937
2024-08,Toyota,Corolla Cross,,RY1,2189
2024-09,Toyota,Corolla Cross,,RY1,3625
2024-10,Toyota,Corolla Cross,,RY1,4042
2024-11,Toyota,Corolla Cross,,RY1,3029
2024-12,Toyota,Corolla Cross,,RY1,3126
2025-01,Toyota,Corolla Cross,1.8 HEV Premium,RY1,3491
2025-02,Toyota,Corolla Cross,,RY1,2608
2025-03,Toyota,Corolla Cross,1.8 HEV GR Sport,RY1,3698
2025-04,Toyota,Corolla Cross,,RY1,3298
2025-05,Toyota,Corolla Cross,,RY1,4327
2025-06,Toyota,Corolla Cross,1.8 HEV GR Sport,RY1,3900
2025-07,Toyota,Corolla Cross,1.8 HEV Smart,RY1,2694
2025-08,Toyota,Corolla Cross,1.8 Smart,RY1,2293
2025-09,Toyota,Corolla Cross,,RY1,3152
2025-10,Toyota,Corolla Cross,,RY1,3653
2025-11,Toyota,Corolla Cross,1.8 Smart,RY1,2950
2025-12,Toyota,Corolla Cross,,RY1,2873
2023-09,Toyota,Yaris Cross,,RY1,671
2023-10,Toyota,Yaris Cross,1.5 HEV Smart,RY1,5503
2023-11,Toyota,Yaris Cross,,RY1,2826
2023-12,Toyota,Yaris Cross,,RY1,3243
2024-01,Toyota,Yaris Cross,1.5 HEV Smart,RY1,4066
2024-02,Toyota,Yaris Cross,,RY1,4714
2024-03,Toyota,Yaris Cross,1.5 HEV Premium Luxury,RY1,3078
2024-04,Toyota,Yaris Cross,,RY1,3167
2024-05,Toyota,Yaris Cross,,RY1,1796
2024-06,Toyota,Yaris Cross,,RY1,3195
2024-07,Toyota,Yaris Cross,1.5 HEV Premium Luxury,RY1,2394
2024-08,Toyota,Yaris Cross,,RY1,3224
2024-09,Toyota,Yaris Cross,,RY1,5155
2024-10,Toyota,Yaris Cross,1.5 HEV Smart,RY1,3873
2024-11,Toyota,Yaris Cross,1.5 HEV Smart,RY1,3455
2024-12,Toyota,Yaris Cross,1.5 HEV Smart,RY1,5190
2025-01,Toyota,Yaris Cross,,RY1,4442
2025-02,Toyota,Yaris Cross,1.5 HEV Premium Luxury,RY1,4686
2025-03,Toyota,Yaris Cross,,RY1,6510
2025-04,Toyota,Yaris Cross,1.5 HEV Smart,RY1,4261
2025-05,Toyota,Yaris Cross,1.5 HEV Premium Luxury,RY1,3809
2025-06,Toyota,Yaris Cross,,RY1,3833
2025-07,Toyota,Yaris Cross,,RY1,4025
2025-08,Toyota,Yaris Cross,1.5 HEV Premium Luxury,RY1,4395
2025-09,Toyota,Yaris Cross,,RY1,2933
2025-10,Toyota,Yaris Cross,,RY1,2516
2025-11,Toyota,Yaris Cross,,RY1,1143
2025-12,Toyota,Yaris Cross,,RY1,3842
2023-01,Toyota,Fortuner,,RY1,1783
2023-02,Toyota,Fortuner,,RY1,972
2023-03,Toyota,Fortuner,,RY1,1104
2023-04,Toyota,Fortuner,,RY1,1420
2023-05,Toyota,Fortuner,,RY1,1357
2023-06,Toyota,Fortuner,,RY1,1066
2023-07,Toyota,Fortuner,2.8 Legender 4x2,RY1,1349
2023-08,Toyota,Fortuner,2.4 V 4x2,RY1,948
2023-09,Toyota,Fortuner,,RY1,1003
2023-10,Toyota,Fortuner,,RY1,640
2023-11,Toyota,Fortuner,,RY1,1252
2023-12,Toyota,Fortuner,,RY1,761
2024-01,Toyota,Fortuner,2.4 V 4x2,RY1,1255
2024-02,Toyota,Fortuner,,RY1,1414
2024-03,Toyota,Fortuner,,RY1,709
2024-04,Toyota,Fortuner,2.4 V 4x2,RY1,1255
2024-05,Toyota,Fortuner,,RY1,1026
2024-06,Toyota,Fortuner,2.8 Legender 4x2,RY1,1044
2024-07,Toyota,Fortuner,,RY1,1020
2024-08,Toyota,Fortuner,,RY1,1128
2024-09,Toyota,Fortuner,,RY1,1136
2024-10,Toyota,Fortuner,2.8 GR Sport 4x4,RY1,859
2024-11,Toyota,Fortuner,,RY1,911
2024-12,Toyota,Fortuner,,RY1,1191
2025-01,Toyota,Fortuner,2.8 Legender 4x2,RY1,935
2025-02,Toyota,Fortuner,,RY1,741
2025-03,Toyota,Fortuner,2.8 Legender 4x2,RY1,480
2025-04,Toyota,Fortuner,,RY1,1090
2025-05,Toyota,Fortuner,,RY1,1122
2025-06,Toyota,Fortuner,,RY1,231
2025-07,Toyota,Fortuner,2.4 V 4x2,RY1,827
2025-08,Toyota,Fortuner,,RY1,521
2025-09,Toyota,Fortuner,2.8 GR Sport 4x4,RY1,896
2025-10,Toyota,Fortuner,,RY1,1083
2025-11,Toyota,Fortuner,,RY1,706
2025-12,Toyota,Fortuner,2.8 GR Sport 4x4,RY1,1039
2023-01,Toyota,Hilux Revo,2.8 GR Sport 4x4 Double Cab,RY3,7728
2023-02,Toyota,Hilux Revo,,RY3,7428
2023-03,Toyota,Hilux Revo,,RY3,9861
2023-04,Toyota,Hilux Revo,,RY3,11197
2023-05,Toyota,Hilux Revo,2.4 Mid Smart Cab,RY3,5948
2023-06,Toyota,Hilux Revo,,RY3,8449
2023-07,Toyota,Hilux Revo,,RY3,8635
2023-08,Toyota,Hilux Revo,,RY3,8364
2023-09,Toyota,Hilux Revo,2.4 Mid Smart Cab,RY3,9812
2023-10,Toyota,Hilux Revo,,RY3,7894
2023-11,Toyota,Hilux Revo,,RY3,5038
2023-12,Toyota,Hilux Revo,2.4 Mid Smart Cab,RY3,10615
2024-01,Toyota,Hilux Revo,,RY3,4138
2024-02,Toyota,Hilux Revo,,RY3,7058
2024-03,Toyota,Hilux Revo,,RY3,10256
2024-04,Toyota,Hilux Revo,,RY3,6585
2024-05,Toyota,Hilux Revo,2.4 Entry Single Cab,RY3,9580
2024-06,Toyota,Hilux Revo,2.4 Entry Single Cab,RY3,7974
2024-07,Toyota,Hilux Revo,,RY3,12485
2024-08,Toyota,Hilux Revo,,RY3,5969
2024-09,Toyota,Hilux Revo,,RY3,6188
2024-10,Toyota,Hilux Revo,,RY3,10418
2024-11,Toyota,Hilux Revo,2.8 GR Sport 4x4 Double Cab,RY3,12271
2024-12,Toyota,Hilux Revo,,RY3,7954
2025-01,Toyota,Hilux Revo,,RY3,9196
2025-02,Toyota,Hilux Revo,2.4 Prerunner Double Cab,RY3,4650
2025-03,Toyota,Hilux Revo,,RY3,11679
2025-04,Toyota,Hilux Revo,,RY3,12565
2025-05,Toyota,Hilux Revo,,RY3,14885
2025-06,Toyota,Hilux Revo,,RY3,9202
2025-07,Toyota,Hilux Revo,,RY3,11383
2025-08,Toyota,Hilux Revo,2.4 Entry Single Cab,RY3,10405
2025-09,Toyota,Hilux Revo,,RY3,11641
2025-10,Toyota,Hilux Revo,,RY3,6683
2025-11,Toyota,Hilux Revo,,RY3,14123
2025-12,Toyota,Hilux Revo,2.4 Prerunner Double Cab,RY3,7673
2023-11,Toyota,Hilux Champ,,RY3,9200
2023-12,Toyota,Hilux Champ,2.0 Single Cab,RY3,9072
2024-01,Toyota,Hilux Champ,,RY3,8776
2024-02,Toyota,Hilux Champ,2.4 Single Cab,RY3,8253
2024-03,Toyota,Hilux Champ,,RY3,11850
2024-04,Toyota,Hilux Champ,,RY3,12989
2024-05,Toyota,Hilux Champ,,RY3,10605
2024-06,Toyota,Hilux Champ,,RY3,13072
2024-07,Toyota,Hilux Champ,,RY3,7764
2024-08,Toyota,Hilux Champ,,RY3,10991
2024-09,Toyota,Hilux Champ,2.0 Single Cab,RY3,13440
2024-10,Toyota,Hilux Champ,,RY3,10856
2024-11,Toyota,Hilux Champ,2.4 Single Cab,RY3,13461
2024-12,Toyota,Hilux Champ,2.4 Single Cab,RY3,15224
2025-01,Toyota,Hilux Champ,,RY3,11885
2025-02,Toyota,Hilux Champ,2.0 Single Cab,RY3,11929
2025-03,Toyota,Hilux Champ,2.0 Single Cab,RY3,12007
2025-04,Toyota,Hilux Champ,,RY3,11668
2025-05,Toyota,Hilux Champ,2.0 Single Cab,RY3,14483
2025-06,Toyota,Hilux Champ,,RY3,13988
2025-07,Toyota,Hilux Champ,2.4 Single Cab,RY3,12452
2025-08,Toyota,Hilux Champ,2.0 Single Cab,RY3,10697
2025-09,Toyota,Hilux Champ,,RY3,13077
2025-10,Toyota,Hilux Champ,,RY3,9811
2025-11,Toyota,Hilux Champ,,RY3,19767
2025-12,Toyota,Hilux Champ,,RY3,12270
2023-06,Toyota,Innova Zenix,2.0 HEV Premium,RY1,654
2023-07,Toyota,Innova Zenix,,RY1,980
2023-08,Toyota,Innova Zenix,,RY1,995
2023-09,Toyota,Innova Zenix,,RY1,1151
2023-10,Toyota,Innova Zenix,,RY1,1181
2023-11,Toyota,Innova Zenix,,RY1,1699
2023-12,Toyota,Innova Zenix,,RY1,1351
2024-01,Toyota,Innova Zenix,,RY1,343
2024-02,Toyota,Innova Zenix,,RY1,890
2024-03,Toyota,Innova Zenix,,RY1,1157
2024-04,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1613
2024-05,Toyota,Innova Zenix,,RY1,2023
2024-06,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1212
2024-07,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1603
2024-08,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1119
2024-09,Toyota,Innova Zenix,,RY1,1541
2024-10,Toyota,Innova Zenix,,RY1,497
2024-11,Toyota,Innova Zenix,,RY1,1050
2024-12,Toyota,Innova Zenix,,RY1,1461
2025-01,Toyota,Innova Zenix,,RY1,822
2025-02,Toyota,Innova Zenix,,RY1,1068
2025-03,Toyota,Innova Zenix,,RY1,1567
2025-04,Toyota,Innova Zenix,,RY1,1747
2025-05,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1229
2025-06,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1585
2025-07,Toyota,Innova Zenix,,RY1,1245
2025-08,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1156
2025-09,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1064
2025-10,Toyota,Innova Zenix,,RY1,1229
2025-11,Toyota,Innova Zenix,2.0 HEV Premium,RY1,2112
2025-12,Toyota,Innova Zenix,2.0 HEV Premium,RY1,1344
2023-01,Toyota,Veloz,,RY1,4256
2023-03,Toyota,Veloz,,RY1,4952
2023-04,Toyota,Veloz,,RY1,3881
2023-05,Toyota,Veloz,,RY1,2233
2023-06,Toyota,Veloz,,RY1,3198
2023-07,Toyota,Veloz,,RY1,6698
2023-08,Toyota,Veloz,,RY1,4762
2023-09,Toyota,Veloz,,RY1,5308
2023-10,Toyota,Veloz,,RY1,2514
2023-11,Toyota,Veloz,,RY1,4980
2023-12,Toyota,Veloz,,RY1,6089
2024-01,Toyota,Veloz,,RY1,5907
2024-02,Toyota,Veloz,1.5 Premium,RY1,3384
2024-03,Toyota,Veloz,1.5 Premium,RY1,5671
2024-04,Toyota,Veloz,,RY1,6599
2024-05,Toyota,Veloz,,RY1,4583
2024-06,Toyota,Veloz,1.5 Premium,RY1,4355
2024-07,Toyota,Veloz,1.5 Premium,RY1,5129
2024-08,Toyota,Veloz,1.5 Premium,RY1,5217
2024-09,Toyota,Veloz,,RY1,6976
2024-10,Toyota,Veloz,,RY1,5349
2024-11,Toyota,Veloz,,RY1,3964
2024-12,Toyota,Veloz,,RY1,6911
2025-01,Toyota,Veloz,,RY1,5611
2025-02,Toyota,Veloz,,RY1,7342
2025-03,Toyota,Veloz,1.5 Premium,RY1,6544
2025-04,Toyota,Veloz,,RY1,5461
2025-05,Toyota,Veloz,,RY1,7961
2025-06,Toyota,Veloz,,RY1,5948
2025-07,Toyota,Veloz,,RY1,5952
2025-08,Toyota,Veloz,,RY1,5697
2025-09,Toyota,Veloz,1.5 Premium,RY1,6556
2025-10,Toyota,Veloz,1.5 Premium,RY1,2430
2025-11,Toyota,Veloz,1.5 Premium,RY1,6653
2025-12,Toyota,Veloz,,RY1,7273
2023-09,Toyota,Alphard,,RY1,199
2023-10,Toyota,Alphard,,RY1,311
2023-11,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,430
2023-12,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,408
2024-01,Toyota,Alphard,,RY1,245
2024-02,Toyota,Alphard,,RY1,288
2024-03,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,352
2024-04,Toyota,Alphard,,RY1,249
2024-05,Toyota,Alphard,,RY1,333
2024-06,Toyota,Alphard,,RY1,571
2024-07,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,366
2024-08,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,171
2024-09,Toyota,Alphard,,RY1,397
2024-10,Toyota,Alphard,,RY1,343
2024-11,Toyota,Alphard,,RY1,243
2024-12,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,254
2025-01,Toyota,Alphard,,RY1,355
2025-02,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,441
2025-03,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,401
2025-04,Toyota,Alphard,,RY1,343
2025-05,Toyota,Alphard,,RY1,381
2025-06,Toyota,Alphard,,RY1,330
2025-07,Toyota,Alphard,,RY1,221
2025-08,Toyota,Alphard,,RY1,346
2025-09,Toyota,Alphard,,RY1,332
2025-10,Toyota,Alphard,,RY1,455
2025-11,Toyota,Alphard,,RY1,411
2025-12,Toyota,Alphard,2.5 HEV Executive Lounge,RY1,325
2023-01,Toyota,bZ4X,,RY1,2105
2023-02,Toyota,bZ4X,,RY1,3412
2023-03,Toyota,bZ4X,,RY1,1980
2023-04,Toyota,bZ4X,,RY1,1992
2023-05,Toyota,bZ4X,,RY1,2664
2023-06,Toyota,bZ4X,,RY1,2708
2023-07,Toyota,bZ4X,Premium,RY1,3163
2023-08,Toyota,bZ4X,,RY1,3476
2023-09,Toyota,bZ4X,,RY1,4275
2023-10,Toyota,bZ4X,,RY1,4083
2023-11,Toyota,bZ4X,Premium,RY1,3305
2023-12,Toyota,bZ4X,,RY1,4461
2024-01,Toyota,bZ4X,,RY1,3037
2024-02,Toyota,bZ4X,,RY1,3856
2024-03,Toyota,bZ4X,Premium,RY1,3459
2024-04,Toyota,bZ4X,,RY1,3649
2024-05,Toyota,bZ4X,,RY1,2688
2024-06,Toyota,bZ4X,Premium,RY1,3391
2024-07,Toyota,bZ4X,,RY1,3948
2024-08,Toyota,bZ4X,Premium,RY1,3845
2024-09,Toyota,bZ4X,Premium,RY1,4200
2024-10,Toyota,bZ4X,,RY1,3799
2024-11,Toyota,bZ4X,,RY1,3088
2024-12,Toyota,bZ4X,,RY1,4285
2025-01,Toyota,bZ4X,Premium,RY1,3189
2025-02,Toyota,bZ4X,,RY1,3134
2025-03,Toyota,bZ4X,Premium,RY1,3687
2025-04,Toyota,bZ4X,,RY1,3235
2025-05,Toyota,bZ4X,Premium,RY1,2423
2025-06,Toyota,bZ4X,,RY1,2457
2025-07,Toyota,bZ4X,,RY1,2114
2025-08,Toyota,bZ4X,,RY1,3679
2025-09,Toyota,bZ4X,Premium,RY1,5091
2025-10,Toyota,bZ4X,Premium,RY1,4831
2025-11,Toyota,bZ4X,,RY1,3978
2025-12,Toyota,bZ4X,Premium,RY1,4086
2023-01,Toyota,Land Cruiser 300,3.3 D VX,RY1,280
2023-02,Toyota,Land Cruiser 300,,RY1,293
2023-03,Toyota,Land Cruiser 300,,RY1,401
2023-04,Toyota,Land Cruiser 300,,RY1,350
2023-05,Toyota,Land Cruiser 300,,RY1,328
2023-06,Toyota,Land Cruiser 300,3.3 D VX,RY1,373
2023-07,Toyota,Land Cruiser 300,,RY1,486
2023-08,Toyota,Land Cruiser 300,,RY1,471
2023-09,Toyota,Land Cruiser 300,3.3 D VX,RY1,382
2023-10,Toyota,Land Cruiser 300,3.3 D VX,RY1,147
2023-11,Toyota,Land Cruiser 300,,RY1,439
2023-12,Toyota,Land Cruiser 300,,RY1,387
2024-01,Toyota,Land Cruiser 300,,RY1,471
2024-02,Toyota,Land Cruiser 300,3.3 D VX,RY1,207
2024-03,Toyota,Land Cruiser 300,,RY1,486
2024-04,Toyota,Land Cruiser 300,3.3 D VX,RY1,322
2024-05,Toyota,Land Cruiser 300,,RY1,446
2024-06,Toyota,Land Cruiser 300,,RY1,318
2024-07,Toyota,Land Cruiser 300,,RY1,398
2024-08,Toyota,Land Cruiser 300,3.3 D VX,RY1,458
2024-09,Toyota,Land Cruiser 300,,RY1,434
2024-10,Toyota,Land Cruiser 300,,RY1,317
2024-11,Toyota,Land Cruiser 300,,RY1,247
2024-12,Toyota,Land Cruiser 300,,RY1,350
2025-01,Toyota,Land Cruiser 300,,RY1,553
2025-02,Toyota,Land Cruiser 300,,RY1,461
2025-03,Toyota,Land Cruiser 300,,RY1,390
2025-04,Toyota,Land Cruiser 300,3.3 D VX,RY1,467
2025-05,Toyota,Land Cruiser 300,3.3 D VX,RY1,405
2025-06,Toyota,Land Cruiser 300,3.3 D VX,RY1,442
2025-07,Toyota,Land Cruiser 300,,RY1,550
2025-08,Toyota,Land Cruiser 300,,RY1,544
2025-09,Toyota,Land Cruiser 300,3.3 D VX,RY1,615
2025-10,Toyota,Land Cruiser 300,3.3 D VX,RY1,640
2025-11,Toyota,Land Cruiser 300,,RY1,394
2025-12,Toyota,Land Cruiser 300,,RY1,252
2023-01,Volvo,XC40,Recharge Pure Electric,RY1,188
2023-02,Volvo,XC40,Recharge Pure Electric,RY1,240
2023-03,Volvo,XC40,,RY1,201
2023-04,Volvo,XC40,Recharge Pure Electric,RY1,287
2023-05,Volvo,XC40,,RY1,228
2023-06,Volvo,XC40,Recharge Pure Electric,RY1,242
2023-07,Volvo,XC40,Recharge Pure Electric,RY1,139
2023-08,Volvo,XC40,,RY1,172
2023-09,Volvo,XC40,,RY1,261
2023-10,Volvo,XC40,,RY1,241
2023-11,Volvo,XC40,Recharge Pure Electric,RY1,171
2023-12,Volvo,XC40,,RY1,258
2024-01,Volvo,XC40,,RY1,328
2024-02,Volvo,XC40,Recharge Pure Electric,RY1,172
2024-03,Volvo,XC40,,RY1,211
2024-04,Volvo,XC40,,RY1,219
2024-05,Volvo,XC40,,RY1,177
2024-06,Volvo,XC40,Recharge Pure Electric,RY1,180
2024-07,Volvo,XC40,,RY1,102
2024-08,Volvo,XC40,,RY1,135
2024-09,Volvo,XC40,Recharge Pure Electric,RY1,288
2024-10,Volvo,XC40,Recharge Pure Electric,RY1,288
2024-11,Volvo,XC40,,RY1,316
2024-12,Volvo,XC40,,RY1,130
2025-01,Volvo,XC40,,RY1,191
2025-02,Volvo,XC40,Recharge Pure Electric,RY1,206
2025-03,Volvo,XC40,,RY1,235
2025-04,Volvo,XC40,,RY1,235
2025-05,Volvo,XC40,,RY1,242
2025-06,Volvo,XC40,,RY1,295
2025-07,Volvo,XC40,Recharge Pure Electric,RY1,252
2025-08,Volvo,XC40,,RY1,149
2025-09,Volvo,XC40,,RY1,242
2025-10,Volvo,XC40,Recharge Pure Electric,RY1,287
2025-11,Volvo,XC40,Recharge Pure Electric,RY1,38
2025-12,Volvo,XC40,,RY1,283
2023-01,Volvo,XC60,T8 Recharge Ultimate,RY1,55
2023-02,Volvo,XC60,,RY1,96
2023-03,Volvo,XC60,,RY1,105
2023-04,Volvo,XC60,T8 Recharge Ultimate,RY1,70
2023-05,Volvo,XC60,,RY1,68
2023-06,Volvo,XC60,T8 Recharge Ultimate,RY1,139
2023-07,Volvo,XC60,,RY1,103
2023-08,Volvo,XC60,T8 Recharge Ultimate,RY1,78
2023-09,Volvo,XC60,,RY1,114
2023-10,Volvo,XC60,,RY1,96
2023-11,Volvo,XC60,,RY1,108
2023-12,Volvo,XC60,,RY1,107
2024-01,Volvo,XC60,,RY1,84
2024-02,Volvo,XC60,,RY1,70
2024-03,Volvo,XC60,T8 Recharge Ultimate,RY1,82
2024-04,Volvo,XC60,,RY1,183
2024-05,Volvo,XC60,T8 Recharge Ultimate,RY1,112
2024-06,Volvo,XC60,,RY1,131
2024-07,Volvo,XC60,,RY1,106
2024-08,Volvo,XC60,T8 Recharge Ultimate,RY1,80
2024-09,Volvo,XC60,,RY1,114
2024-10,Volvo,XC60,,RY1,99
2024-11,Volvo,XC60,T8 Recharge Ultimate,RY1,113
2024-12,Volvo,XC60,T8 Recharge Ultimate,RY1,125
2025-01,Volvo,XC60,,RY1,149
2025-02,Volvo,XC60,T8 Recharge Ultimate,RY1,96
2025-03,Volvo,XC60,T8 Recharge Ultimate,RY1,126
2025-04,Volvo,XC60,T8 Recharge Ultimate,RY1,110
2025-05,Volvo,XC60,T8 Recharge Ultimate,RY1,120
2025-06,Volvo,XC60,,RY1,152
2025-07,Volvo,XC60,T8 Recharge Ultimate,RY1,130
2025-08,Volvo,XC60,T8 Recharge Ultimate,RY1,108
2025-09,Volvo,XC60,T8 Recharge Ultimate,RY1,141
2025-10,Volvo,XC60,T8 Recharge Ultimate,RY1,137
2025-11,Volvo,XC60,,RY1,118
2025-12,Volvo,XC60,T8 Recharge Ultimate,RY1,106
2023-01,Volvo,XC90,T8 Recharge Ultimate,RY1,41
2023-02,Volvo,XC90,,RY1,29
